0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
155381554.0,-2212408938.0,-315168558.0,5062758420.0,-3076072923.0,-2239436102.0,-854995476.0,-1470819562.0,979670777.0,1943221065.0,2186882986.0,2967714896.0,2020730220.0,-824691882.0,-631840448.0,-1320189657.0,-1194050162.0,-1248970857.0,-4250527449.0,-1173037023.0,-1363881017.0,-3007877466.0,-1199010496.0,-1827574260.0,-182500318.0,1182223966.0,-2339719765.0,2319329608.0
1588397588.0,-867496791.0,-1604977659.0,-1355144189.0,138663281.0,-3742632145.0,348021541.0,65833979.0,336143349.0,-1292391691.0,4769482670.0,2350535112.0,2153779456.0,1829837884.0,-1361271753.0,2713629970.0,-552616239.0,-1434027960.0,-819356322.0,-964662835.0,-587383094.0,2890761920.0,-1400689274.0,676331588.0,-893686100.0,-4217770940.0,-417045268.0,-651064055.0
-1730375435.0,1140437768.0,-2662314785.0,-2055354282.0,-2703199994.0,-4666995055.0,-792229294.0,2896930496.0,2484685220.0,585308745.0,-307495047.0,-2618111949.0,-2351489258.0,-924159001.0,-881202497.0,1797114663.0,-167207831.0,825144144.0,-2437868171.0,-2459979132.0,-1319370234.0,-1261307381.0,-1706548577.0,676655042.0,-1017696013.0,340628469.0,733446033.0,3201819174.0
-3120537279.0,-2521254531.0,-661057686.0,525626655.0,-330567061.0,-891239077.0,-2435812066.0,-441791387.0,-2516569845.0,-3284494237.0,-1172441442.0,3734947276.0,4211958164.0,212701607.0,-4333261650.0,-1849368247.0,2323138002.0,-134312543.0,3808458456.0,595527903.0,-105701731.0,214701892.0,2274676715.0,18735689.0,769111021.0,-3817623795.0,-3564211511.0,1769819045.0
1522606121.0,2587410352.0,-2786163875.0,-1386933373.0,1148919748.0,-1838383137.0,-3059133374.0,-2186195699.0,-742721846.0,-1824521541.0,1968574614.0,-3147106070.0,-3541477130.0,1046033259.0,-726840216.0,-772999375.0,696257494.0,415892280.0,-1268337394.0,-2471256275.0,813165749.0,2652592333.0,1071419116.0,-3864737467.0,1874226708.0,3346268159.0,-1932841756.0,3457499080.0
206517577.0,-67664239.0,2098134861.0,2813137489.0,-3827542128.0,716450270.0,1601056399.0,679508320.0,2594779526.0,-5536320841.0,-1275405865.0,-1636483479.0,2968240577.0,1517027559.0,-1206662949.0,-592879356.0,-1378547884.0,2063074224.0,2046381925.0,-1230305060.0,-217517789.0,759796143.0,932061733.0,-3609239323.0,2843733082.0,5460636928.0,-1354860455.0,-665450831.0
910557867.0,-775002539.0,-125255184.0,-1167195193.0,817435912.0,-2546400816.0,1405682895.0,3359265098.0,-585196743.0,-243709161.0,-1576793505.0,-1684487331.0,2107448802.0,4179019042.0,2424944647.0,-1479905018.0,-2281516360.0,5067098169.0,699922088.0,4962500639.0,643793198.0,-771670792.0,-671903503.0,1442157233.0,-2449444262.0,987601531.0,4781489662.0,-1214537059.0
-3709216813.0,-650516926.0,-1112455259.0,-273662829.0,1535847261.0,-1285990238.0,-866216440.0,-1233776071.0,-872094698.0,3814747871.0,1363628427.0,-2299999550.0,988471413.0,2335154654.0,-838259188.0,710288936.0,-45664361.0,174826348.0,-2336684774.0,252166639.0,-793101432.0,828977571.0,-200741049.0,-227994523.0,-4933572634.0,505959737.0,3723640451.0,-4181411540.0
-318435905.0,630326578.0,-1486406668.0,1711201244.0,-2274360986.0,-1324234542.0,3053522956.0,962660726.0,-1416739157.0,664508969.0,3089810111.0,2840450955.0,1161492193.0,-657932500.0,-1010314299.0,-504047653.0,-1838169931.0,4016912048.0,-1138393160.0,1433500795.0,-1900834242.0,-1551925839.0,3190065836.0,973660346.0,3033741989.0,2264540412.0,-2650694218.0,1884285077.0
-859556358.0,-1033895573.0,669309344.0,-767156947.0,-513870745.0,1757383344.0,558031247.0,-1613802233.0,1165292035.0,-1048160009.0,-1859488204.0,-1225193017.0,2240402729.0,-4638244790.0,-1345029719.0,1325528905.0,-1386745599.0,1169278246.0,-436962506.0,1906378445.0,-1932159111.0,-1369745910.0,-594247253.0,-1520281663.0,-1544423031.0,-56341544.0,244732368.0,2970710383.0
-52463624.0,1971873502.0,-4076502518.0,-3685312105.0,-1444264494.0,-661407335.0,1011390778.0,137693891.0,1035730306.0,-876393252.0,-508725472.0,-1375856360.0,181120724.0,-710524938.0,-2090489585.0,-2467136625.0,-900234631.0,-1690248820.0,-2415664037.0,-1371394820.0,1029771559.0,1147368895.0,-459058367.0,-4010892212.0,380009893.0,2638961438.0,991586499.0,-675740789.0
1113116611.0,1940540563.0,-643843899.0,279879297.0,2727735756.0,-744332216.0,-3845829849.0,-586893266.0,4017535622.0,-4961741097.0,2810371205.0,-2138883911.0,-312727575.0,-213200467.0,-1736182578.0,-4970440670.0,443876625.0,-1680244633.0,-1204371704.0,1701820651.0,1849989314.0,-2536777064.0,-2251106012.0,1489154314.0,-2084541878.0,-3614301412.0,594679603.0,1471161074.0
698284761.0,941967599.0,-394219438.0,159131077.0,-3178800624.0,618351427.0,499978979.0,1634631264.0,-1478156353.0,-4210239412.0,-2903964465.0,-3253548549.0,-1539797277.0,280483952.0,-1459609923.0,792272900.0,-1650373810.0,-647814630.0,1765607818.0,-1004404996.0,-2507587073.0,-9503683.0,-2647943672.0,-491990972.0,-2865123867.0,1978527734.0,2966599822.0,-1966930920.0
-4331051883.0,-2736538544.0,-349982864.0,3434662027.0,2635945836.0,902479525.0,-375153888.0,-782356925.0,2677813917.0,-1639457807.0,194559531.0,3255775546.0,1311905217.0,-1271463377.0,720266985.0,8458413.0,249907407.0,-914913692.0,660013707.0,2925018179.0,671512152.0,1989055006.0,-3490284599.0,3306141506.0,1760538853.0,481323988.0,2105795992.0,2106475162.0
4549354895.0,-396766968.0,3771555842.0,-3126298293.0,1365582387.0,3782697887.0,3390677932.0,1694558303.0,391941384.0,1161393187.0,1447275055.0,-641688082.0,601434684.0,-1014186007.0,-2421866840.0,-1219582406.0,1540571714.0,-319620831.0,2934993523.0,-146106184.0,-3702851646.0,-3188775281.0,1312960970.0,1756056228.0,759562517.0,-639958934.0,23409752.0,3698405433.0
-694076570.0,-1716036644.0,-949107160.0,-2617250065.0,-863260498.0,831607459.0,-3978116523.0,1015404072.0,956245094.0,183952117.0,966437792.0,-718127727.0,3140526777.0,1751866192.0,-588861393.0,346513883.0,1274924793.0,4577954859.0,1297974991.0,760085157.0,-291456685.0,-1233819316.0,778628109.0,-2409139001.0,-1241847009.0,1424036354.0,-2542845959.0,-2765733088.0
5761827708.0,-1244383197.0,2171033674.0,-2554963897.0,-1215819911.0,-1935606076.0,-2536240000.0,55558863.0,-2173526698.0,1457700212.0,1430919492.0,-916810856.0,-1279771441.0,-917690645.0,527766328.0,2434079780.0,-2321735055.0,2528299525.0,496493176.0,-3651046352.0,-1300643022.0,-3172978404.0,1990002485.0,1736007544.0,-2703724211.0,96801074.0,1082477672.0,572737562.0
